2026-02-16 04:30:59.566703	https://www.encodeproject.org/report/?type=File&file_format=bed&assay_title=eCLIP&biosample_ontology.term_name=K562&biosample_ontology.term_name=HepG2&target.label=HNRNPC&target.label=IGF2BP1&target.label=IGF2BP2&target.label=TIA1&target.label=HNRNPK&target.label=PCBP2&target.label=RBFOX2&target.label=TARDBP&target.label=QKI&target.label=SRSF1&target.label=SRSF9&target.label=RBM22&target.label=TRA2A&target.label=HNRNPL&target.label=LIN28B&target.label=FUS&target.label=MATR3&target.label=HNRNPA1&target.label=HNRNPM&target.label=NONO&target.label=U2AF2&target.label=EWSR1&target.label=PTBP1&limit=all
ID	Title	Accession	Dataset	Genome assembly	Technical replicates	Biological replicates	File Format	File type	File format type	File size	Assay term name	Biosample name	Organ	Simple biosample summary	Batch	Target label	Download URL	Derived from	Genome annotation	Library	Paired end identifier	Paired with	Preferred Default	Run type	Read length	Mapped read length (nt)	Cropped read length (nt)	Cropped read length tolerance (nt)	Mapped run type for bam files	Read length units	Output category	Output type	Index of	QC Metric	Lab	Project	Analysis step run	Date created	Analysis step version	Restricted file	Submitter comment	Status	Annotation type	Annotation subtype	Biochemical activity	Encyclopedia version
/files/ENCFF976DBP/	ENCFF976DBP	ENCFF976DBP	/experiments/ENCSR744GEU/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	1278391	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS537ADD/	IGF2BP1	/files/ENCFF976DBP/@@download/ENCFF976DBP.bed.gz	/files/ENCFF059OSQ/,/files/ENCFF772RXA/		ENCLB134DWM											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:09:17.102249+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF486BXN/	ENCFF486BXN	ENCFF486BXN	/experiments/ENCSR744GEU/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	1566157	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS547JWV/	IGF2BP1	/files/ENCFF486BXN/@@download/ENCFF486BXN.bed.gz	/files/ENCFF438FSK/,/files/ENCFF772RXA/		ENCLB593RRJ			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:09:21.424165+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF782DAY/	ENCFF782DAY	ENCFF782DAY	/experiments/ENCSR795CAI/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	4081974	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS175JIH/	HNRNPL	/files/ENCFF782DAY/@@download/ENCFF782DAY.bed.gz	/files/ENCFF431VLG/,/files/ENCFF639SDC/		ENCLB757VFG											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:39:19.219515+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF664WCU/	ENCFF664WCU	ENCFF664WCU	/experiments/ENCSR987FTF/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	1741862	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS537ADD/	RBFOX2	/files/ENCFF664WCU/@@download/ENCFF664WCU.bed.gz	/files/ENCFF154BQS/,/files/ENCFF590UCY/		ENCLB696TLV			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:09:12.780940+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF542FRX/	ENCFF542FRX	ENCFF542FRX	/experiments/ENCSR267UCX/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	1799813	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS983ECZ/	HNRNPM	/files/ENCFF542FRX/@@download/ENCFF542FRX.bed.gz	/files/ENCFF450IJF/,/files/ENCFF381PFB/		ENCLB347LJB			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:10:31.390263+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF379OMP/	ENCFF379OMP	ENCFF379OMP	/experiments/ENCSR366YOG/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	148268	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS318IMK/	QKI	/files/ENCFF379OMP/@@download/ENCFF379OMP.bed.gz	/files/ENCFF012WMS/,/files/ENCFF070RME/		ENCLB419TPX											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-09-13T20:36:42.702075+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF824IDO/	ENCFF824IDO	ENCFF824IDO	/experiments/ENCSR268ETU/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	1111532	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS253VOZ/	HNRNPK	/files/ENCFF824IDO/@@download/ENCFF824IDO.bed.gz	/files/ENCFF405ESF/,/files/ENCFF399CEH/		ENCLB654MHU			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:20:08.899182+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF149PCY/	ENCFF149PCY	ENCFF149PCY	/experiments/ENCSR887LPK/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	104616	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS318IMK/	EWSR1	/files/ENCFF149PCY/@@download/ENCFF149PCY.bed.gz	/files/ENCFF975NJX/,/files/ENCFF810PWF/		ENCLB959KMS											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-09-13T17:29:04.374120+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF133VWV/	ENCFF133VWV	ENCFF133VWV	/experiments/ENCSR585SMS/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	2929601	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS768GCL/	NONO	/files/ENCFF133VWV/@@download/ENCFF133VWV.bed.gz	/files/ENCFF797FLR/,/files/ENCFF345GRN/	V29	ENCLB686LUJ											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:39:11.476905+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			archived				
/files/ENCFF421FJD/	ENCFF421FJD	ENCFF421FJD	/experiments/ENCSR187VEQ/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	2013881	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS133LVQ/	TARDBP	/files/ENCFF421FJD/@@download/ENCFF421FJD.bed.gz	/files/ENCFF918MZV/,/files/ENCFF079ZVC/	V29	ENCLB233ERR											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:41:16.596646+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			released				
/files/ENCFF969OHE/	ENCFF969OHE	ENCFF969OHE	/experiments/ENCSR321PWZ/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	1870508	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/	SRSF1	/files/ENCFF969OHE/@@download/ENCFF969OHE.bed.gz	/files/ENCFF305QSS/,/files/ENCFF555ISB/	V29	ENCLB605NRG											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:41:51.651005+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			released				
/files/ENCFF318RSO/	ENCFF318RSO	ENCFF318RSO	/experiments/ENCSR953ZOA/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	110713	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/,/biosamples/ENCBS039CVO/	HNRNPK	/files/ENCFF318RSO/@@download/ENCFF318RSO.bed.gz	/files/ENCFF704FID/,/files/ENCFF570EJV/,/files/ENCFF571PWT/,/files/ENCFF098EUZ/,/files/ENCFF679HYT/,/files/ENCFF969JDI/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/28591590-413f-4dc3-ba4a-176533a43b78/	2022-01-12T21:43:09.584967+00:00	/analysis-step-versions/encode4-eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF679HYT/	ENCFF679HYT	ENCFF679HYT	/experiments/ENCSR953ZOA/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	1484312	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	HNRNPK	/files/ENCFF679HYT/@@download/ENCFF679HYT.bed.gz	/files/ENCFF704FID/,/files/ENCFF571PWT/	V29	ENCLB805GYM											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:33:02.701528+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			released				
/files/ENCFF381KTD/	ENCFF381KTD	ENCFF381KTD	/experiments/ENCSR720BJU/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	532323	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS344MAK/	TARDBP	/files/ENCFF381KTD/@@download/ENCFF381KTD.bed.gz	/files/ENCFF862SNV/,/files/ENCFF913CBD/	V29	ENCLB043YOF											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:42:59.507354+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			released				
/files/ENCFF265XPM/	ENCFF265XPM	ENCFF265XPM	/experiments/ENCSR720BJU/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	518160	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/	TARDBP	/files/ENCFF265XPM/@@download/ENCFF265XPM.bed.gz	/files/ENCFF748KMS/,/files/ENCFF667EQF/	V29	ENCLB661XWS											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:43:04.404922+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			released				
/files/ENCFF969JDI/	ENCFF969JDI	ENCFF969JDI	/experiments/ENCSR953ZOA/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	2320831	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/	HNRNPK	/files/ENCFF969JDI/@@download/ENCFF969JDI.bed.gz	/files/ENCFF570EJV/,/files/ENCFF098EUZ/	V29	ENCLB382NGG											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:33:13.009530+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			released				
/files/ENCFF860QZG/	ENCFF860QZG	ENCFF860QZG	/experiments/ENCSR381VNR/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	348994	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS505ILK/	SRSF9	/files/ENCFF860QZG/@@download/ENCFF860QZG.bed.gz	/files/ENCFF870JPN/,/files/ENCFF064HSV/	V29	ENCLB736IEC											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:38:02.514198+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			released				
/files/ENCFF613UUR/	ENCFF613UUR	ENCFF613UUR	/experiments/ENCSR381VNR/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	266460	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS592SHU/	SRSF9	/files/ENCFF613UUR/@@download/ENCFF613UUR.bed.gz	/files/ENCFF937IDV/,/files/ENCFF619YYW/	V29	ENCLB953RHA											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:38:07.578179+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			released				
/files/ENCFF692DTT/	ENCFF692DTT	ENCFF692DTT	/experiments/ENCSR285QHT/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	819387	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS039CVO/	NONO	/files/ENCFF692DTT/@@download/ENCFF692DTT.bed.gz	/files/ENCFF492OOJ/,/files/ENCFF949LWL/	V29	ENCLB469VMB											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:38:55.228215+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			archived				
/files/ENCFF593RED/	ENCFF593RED	ENCFF593RED	/experiments/ENCSR720BJU/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	91663	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS344MAK/,/biosamples/ENCBS177POD/	TARDBP	/files/ENCFF593RED/@@download/ENCFF593RED.bed.gz	/files/ENCFF862SNV/,/files/ENCFF748KMS/,/files/ENCFF913CBD/,/files/ENCFF667EQF/,/files/ENCFF381KTD/,/files/ENCFF265XPM/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/28591590-413f-4dc3-ba4a-176533a43b78/	2022-01-12T21:47:39.891819+00:00	/analysis-step-versions/encode4-eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF626XAA/	ENCFF626XAA	ENCFF626XAA	/experiments/ENCSR187VEQ/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	2144744	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS768GCL/	TARDBP	/files/ENCFF626XAA/@@download/ENCFF626XAA.bed.gz	/files/ENCFF792QOH/,/files/ENCFF334XQN/	V29	ENCLB139SPG											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/437221ed-30da-4149-95e9-e95fd5eb37d3/	2022-01-12T21:41:21.182450+00:00	/analysis-step-versions/encode4-eclip-normalization-step-v-1-0/			released				
/files/ENCFF223KVR/	ENCFF223KVR	ENCFF223KVR	/experiments/ENCSR321PWZ/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	88774	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS177POD/,/biosamples/ENCBS344MAK/	SRSF1	/files/ENCFF223KVR/@@download/ENCFF223KVR.bed.gz	/files/ENCFF810FCS/,/files/ENCFF305QSS/,/files/ENCFF241WHP/,/files/ENCFF555ISB/,/files/ENCFF487OCT/,/files/ENCFF969OHE/	V29				True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/28591590-413f-4dc3-ba4a-176533a43b78/	2022-01-12T21:47:06.151163+00:00	/analysis-step-versions/encode4-eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF873XLH/	ENCFF873XLH	ENCFF873XLH	/experiments/ENCSR861PAR/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	182910	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS489LOC/	NONO	/files/ENCFF873XLH/@@download/ENCFF873XLH.bed.gz	/files/ENCFF888NYK/,/files/ENCFF701APQ/		ENCLB674FXL											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-09-13T17:26:25.333945+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF882SWK/	ENCFF882SWK	ENCFF882SWK	/experiments/ENCSR290VLT/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	2552821	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS074YUC/	MATR3	/files/ENCFF882SWK/@@download/ENCFF882SWK.bed.gz	/files/ENCFF619UHD/,/files/ENCFF794ILP/		ENCLB985KTR											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T20:33:46.256550+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF103PRM/	ENCFF103PRM	ENCFF103PRM	/experiments/ENCSR724RDN/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	3023163	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS621TAB/	HNRNPL	/files/ENCFF103PRM/@@download/ENCFF103PRM.bed.gz	/files/ENCFF607WID/,/files/ENCFF255EGS/		ENCLB220YZM											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T20:33:10.279995+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF100OEX/	ENCFF100OEX	ENCFF100OEX	/experiments/ENCSR384KAN/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	2698343	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS074YUC/	PTBP1	/files/ENCFF100OEX/@@download/ENCFF100OEX.bed.gz	/files/ENCFF295MQP/,/files/ENCFF895BNM/		ENCLB279NMT			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T20:33:55.651342+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF440ROZ/	ENCFF440ROZ	ENCFF440ROZ	/experiments/ENCSR550DVK/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	71740	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS471DUZ/,/biosamples/ENCBS626BOT/	HNRNPC	/files/ENCFF440ROZ/@@download/ENCFF440ROZ.bed.gz	/files/ENCFF230QOU/,/files/ENCFF885KNL/,/files/ENCFF269URO/,/files/ENCFF630YNF/,/files/ENCFF162FHQ/,/files/ENCFF534YQS/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:13:04.816294+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF442USD/	ENCFF442USD	ENCFF442USD	/experiments/ENCSR744GEU/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	103091	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS547JWV/,/biosamples/ENCBS537ADD/	IGF2BP1	/files/ENCFF442USD/@@download/ENCFF442USD.bed.gz	/files/ENCFF427IMN/,/files/ENCFF269URO/,/files/ENCFF145YYK/,/files/ENCFF777OWL/,/files/ENCFF032OPL/,/files/ENCFF705SDK/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:13:15.448498+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF917CBK/	ENCFF917CBK	ENCFF917CBK	/experiments/ENCSR795CAI/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	139977	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS175JIH/,/biosamples/ENCBS517UIR/	HNRNPL	/files/ENCFF917CBK/@@download/ENCFF917CBK.bed.gz	/files/ENCFF775AIE/,/files/ENCFF993XXG/,/files/ENCFF269URO/,/files/ENCFF401YRZ/,/files/ENCFF077OSY/,/files/ENCFF209EIX/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:21:55.390141+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF726PFJ/	ENCFF726PFJ	ENCFF726PFJ	/experiments/ENCSR365NVO/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	39732	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS774KGY/,/biosamples/ENCBS110VVJ/	TRA2A	/files/ENCFF726PFJ/@@download/ENCFF726PFJ.bed.gz	/files/ENCFF159MVB/,/files/ENCFF618ZPP/,/files/ENCFF269URO/,/files/ENCFF402AIE/,/files/ENCFF846XXE/,/files/ENCFF068LVA/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:14:16.459616+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF797GSK/	ENCFF797GSK	ENCFF797GSK	/experiments/ENCSR769UEW/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	2565	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS990SBY/,/biosamples/ENCBS465DEI/	HNRNPA1	/files/ENCFF797GSK/@@download/ENCFF797GSK.bed.gz	/files/ENCFF536WIF/,/files/ENCFF722RBO/,/files/ENCFF690NVV/,/files/ENCFF599CUU/,/files/ENCFF269URO/,/files/ENCFF330OFU/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:15:36.791918+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF293IZG/	ENCFF293IZG	ENCFF293IZG	/experiments/ENCSR456JJQ/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	40630	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS308ZPA/,/biosamples/ENCBS362ASG/	RBM22	/files/ENCFF293IZG/@@download/ENCFF293IZG.bed.gz	/files/ENCFF545NBF/,/files/ENCFF615UKX/,/files/ENCFF051SNH/,/files/ENCFF269URO/,/files/ENCFF169EKN/,/files/ENCFF253ZSN/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:20:07.464593+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF721PWF/	ENCFF721PWF	ENCFF721PWF	/experiments/ENCSR202BFN/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	230034	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS405FLI/,/biosamples/ENCBS836LJE/	U2AF2	/files/ENCFF721PWF/@@download/ENCFF721PWF.bed.gz	/files/ENCFF033XVX/,/files/ENCFF243RQR/,/files/ENCFF358STL/,/files/ENCFF067JAD/,/files/ENCFF269URO/,/files/ENCFF825YLL/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:14:59.776310+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF910WLP/	ENCFF910WLP	ENCFF910WLP	/experiments/ENCSR756CKJ/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	3404863	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS175JIH/	RBFOX2	/files/ENCFF910WLP/@@download/ENCFF910WLP.bed.gz	/files/ENCFF537RYR/,/files/ENCFF212IIR/		ENCLB800QNO			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T20:32:47.091629+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF907HNN/	ENCFF907HNN	ENCFF907HNN	/experiments/ENCSR981WKN/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	162406	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS931MQO/,/biosamples/ENCBS831COV/	PTBP1	/files/ENCFF907HNN/@@download/ENCFF907HNN.bed.gz	/files/ENCFF791AGL/,/files/ENCFF269URO/,/files/ENCFF894KLP/,/files/ENCFF594PWG/,/files/ENCFF765BPN/,/files/ENCFF659RKW/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:17:23.829015+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF766OCH/	ENCFF766OCH	ENCFF766OCH	/experiments/ENCSR314UMJ/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	21519	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS533IVT/,/biosamples/ENCBS015PAC/	TRA2A	/files/ENCFF766OCH/@@download/ENCFF766OCH.bed.gz	/files/ENCFF372BZV/,/files/ENCFF966KQG/,/files/ENCFF105GZJ/,/files/ENCFF269URO/,/files/ENCFF867ISO/,/files/ENCFF745EHU/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:13:35.794645+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF765PIF/	ENCFF765PIF	ENCFF765PIF	/experiments/ENCSR773KRC/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	15314	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS547JWV/,/biosamples/ENCBS537ADD/	SRSF9	/files/ENCFF765PIF/@@download/ENCFF765PIF.bed.gz	/files/ENCFF432ASF/,/files/ENCFF327JJE/,/files/ENCFF060BMG/,/files/ENCFF269URO/,/files/ENCFF651VGM/,/files/ENCFF460TAE/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:13:32.620311+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
/files/ENCFF752JNY/	ENCFF752JNY	ENCFF752JNY	/experiments/ENCSR267UCX/	GRCh38	1_1,2_1	1,2	bed	bed narrowPeak	narrowPeak	278603	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS017VYZ/,/biosamples/ENCBS983ECZ/	HNRNPM	/files/ENCFF752JNY/@@download/ENCFF752JNY.bed.gz	/files/ENCFF501TRY/,/files/ENCFF269URO/,/files/ENCFF950RRY/,/files/ENCFF633FLY/,/files/ENCFF355NYZ/,/files/ENCFF175VJO/													annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/2fe8593d-f972-4708-aed8-a9f122fa0bfa/	2018-12-03T15:13:42.707988+00:00	/analysis-step-versions/eclip-merge-peaks-step-v-1-0/			released				
